Date,Type,Registration,Operator,Fatalities,Location,Latitude,Longitude
22-OCT-2014,Embraer ERJ-175,N622CZ,22-OCT-2014,0,Minneapolis-...,44.9772995,-93.2654692
24-OCT-2014,Cessna F406 Caravan II,F-ZBEP,24-OCT-2014,0,Lorient-Lann...,47.6341925,-3.1316145
24-OCT-2014,Cessna 208 Caravan I,XA-WET,24-OCT-2014,0,Laguna de Tr...,44.728291,38.0420813
25-OCT-2014,Learjet 35A,D-CFAX,25-OCT-2014,0,Tamanrasset-...,24.3753438,4.3208436
28-OCT-2014,Beech B100 King Air,N702TD,28-OCT-2014,0,Toussus-le-N...,48.7459052,2.1146141
29-OCT-2014,Shorts 360-200,N380MQ,29-OCT-2014,2,near Sint Maarten...,52.7736657,4.7448352
30-OCT-2014,Beech B200 King Air,N52SZ,30-OCT-2014,1+ 3,Wichita-Mid-...,50.9747778,-0.1155702
01-NOV-2014,DH-114 Heron,N82D,01-NOV-2014,0,Santa Cruz-V...,-48.5693327,-70.1606767
06-NOV-2014,DHC-8-402Q Dash 8,C-GGBF,06-NOV-2014,0,Edmonton Int...,66.03169,60.16594
20-NOV-2014,Cessna 208B Grand Caravan,C-FKAY,20-NOV-2014,0,"near Yellowknife, NT",62.4540807,-114.377385
24-NOV-2014,Gulfstream Aerospace G-1159A Gulfst,N103CD,24-NOV-2014,0,London-Biggi...,51.5557665,-0.1668807
24-NOV-2014,Boeing 737-883,LN-RRS,24-NOV-2014,0,Stavanger-So...,58.9689601,5.7294654
27-NOV-2014,Lockheed C-130M Hercules,2470,27-NOV-2014,0,Teniente Rod...,53.35222,-7.20167
04-DEC-2014,Cessna 208B Grand Caravan,V3-HHU,04-DEC-2014,0,Belize City ...,17.5000543,-88.2003115
07-DEC-2014,Beech B99,VQ-THL,07-DEC-2014,0,Providencial...,18.4777133,-69.9271212
08-DEC-2014,Embraer Phenom 100,N100EQ,08-DEC-2014,3+ 3,near Gaithersburg...,39.1434406,-77.2013705
09-DEC-2014,Rockwell Sabreliner 60ELXM,XB-KLQ,09-DEC-2014,,within Venezuela,8.0,-66.0
12-DEC-2014,Antonov An-32B,SCM-864,12-DEC-2014,5,Hokandara,6.8804849,79.9599002
12-DEC-2014,Antonov An-26B,UP-AN608,12-DEC-2014,0,Obo-Mission ...,39.02778,-94.65579
12-DEC-2014,Boeing 737-76N (WL),N7710A,12-DEC-2014,0,Baltimore/Wa...,-31.4695451,-64.2275978
18-DEC-2014,Learjet 25D,N265TW,18-DEC-2014,2,near Champotón,19.3439655,-90.7242742
28-DEC-2014,Airbus A320-216,PK-AXC,28-DEC-2014,162,Karimata Strait,-2.2104473,109.0090915
28-DEC-2014,BN-2A-26 Islander,8R-GHE,28-DEC-2014,2,within Guyana,5.0,-59.0
28-DEC-2014,Antonov An-26,4L-AFS,28-DEC-2014,6,near Uvira,-3.4055866,29.1375509
02-JAN-2015,Saab 340B,G-LGNL,02-JAN-2015,0,Stornoway Ai...,58.20842,-6.3881077
03-JAN-2015,Antonov An-26B-100,RA-26082,03-JAN-2015,0,Magadan-Soko...,-7.48315,112.42704
04-JAN-2015,Fokker 50,5Y-SIB,04-JAN-2015,0,Nairobi-Jomo...,-1.3168547,36.9290491
08-JAN-2015,Bombardier Challenger 300,PR-YOU,08-JAN-2015,0,São Paulo-Co...,6.1856456,-75.5797974
09-JAN-2015,Cessna 208B Grand Caravan,8R-GAB,09-JAN-2015,0,Matthews Rid...,-34.3574537,142.1331368
10-JAN-2015,Boeing 737-43Q (SF),ET-AQV,10-JAN-2015,0,Accra-Kotoka...,5.6042894,-0.1679676
11-JAN-2015,DHC-6 Twin Otter 300,PK-YRU,11-JAN-2015,0,Enarotali Ai...,-3.9284498,136.3766675
15-JAN-2015,BAe ATP-F (LFD),G-BTPC,15-JAN-2015,0,Coventry-Bag...,16.41639,120.59306
16-JAN-2015,BN-2A-8 Islander,YV2238,16-JAN-2015,0,Los Roques A...,28.2200849,-16.4143282
20-JAN-2015,BN-2T Islander,ZS-NAT,20-JAN-2015,0,Dawlatabad d...,37.064253,66.797996
20-JAN-2015,Fokker 100,HB-JVE,20-JAN-2015,0,Nürnberg Air...,49.4481373,11.1405178
29-JAN-2015,Canadair Challenger 601,N214FW,29-JAN-2015,3,near Boca Druif,12.5,-69.9
02-FEB-2015,BAe 4100 Jetstream 41,SX-DIA,02-FEB-2015,0,Rhodes/Parad...,47.92323,20.02972
09-FEB-2015,DHC-6 Twin Otter 200,N30EA,09-FEB-2015,0,Sebastian Mu...,35.1770785,-94.2654285
09-FEB-2015,DHC-6 Twin Otter 200,N70EA,09-FEB-2015,0,Sebastian Mu...,35.1770785,-94.2654285
23-FEB-2015,BAe-146-200,G-RAJJ,23-FEB-2015,0,Guernsey Air...,49.4726412,-2.5786448
24-FEB-2015,DHC-8-102,C-GTAI,24-FEB-2015,0,Sault Ste. M...,44.0917841,5.4087081
24-FEB-2015,Cessna 208B Super Cargomaster,N989FX,24-FEB-2015,0,Baltimore/Wa...,-31.4695451,-64.2275978
26-FEB-2015,Boeing 757-28A (PCF),C-GIAJ,26-FEB-2015,0,St. John's A...,47.561701,-52.715149
01-MAR-2015,Canadair Challenger 601-3A,N600NP,01-MAR-2015,0,Marco Island...,25.9363356,-81.7156832
04-MAR-2015,Airbus A330-303,TC-JOC,04-MAR-2015,0,Kathmandu-Tr...,-25.7863721,28.0785247
05-MAR-2015,MD-88,N909DL,05-MAR-2015,0,New York-La ...,40.7127281,-74.0060152
05-MAR-2015,Let L-410UVP-E20,E7-WDT,05-MAR-2015,0,Ancona-Falco...,43.4071955,13.0161284
10-MAR-2015,Cessna 208B Super Cargomaster,N12155,10-MAR-2015,0,Muskegon Air...,43.163137,-86.2411182
12-MAR-2015,Raytheon 390 Premier I,G-OOMC,12-MAR-2015,0,Blackpool Ai...,53.8182212,-3.0564845
14-MAR-2015,Airbus A330-343,9M-MTA,14-MAR-2015,0,Melbourne-Tu...,49.8657267,2.5189676
19-MAR-2015,Boeing 747SP-27,7O-YMN,19-MAR-2015,0,Aden Interna...,49.4864438,8.4665631
24-MAR-2015,Airbus A320-211,D-AIPX,24-MAR-2015,150,Prads-Haute-...,44.2459197,6.4751456
24-MAR-2015,Dornier 228-201,IN240,24-MAR-2015,2,"near Goa, India",32.4485066,76.5391409
24-MAR-2015,Cessna 208B Supervan 900,N106BZ,24-MAR-2015,0,"Verdigris, OK",36.2348197,-95.6910927
26-MAR-2015,CASA CN-235M-300,2211,26-MAR-2015,0,Sana'a-Al Da...,15.3538569,44.2058841
26-MAR-2015,Beech 300 Super King Air,,26-MAR-2015,0,Sana'a-Al Da...,15.3538569,44.2058841
29-MAR-2015,Airbus A320-211,C-FTJP,29-MAR-2015,0,Halifax-Stan...,49.8664588,12.8456299
31-MAR-2015,Antonov An-2T,RF-00388,31-MAR-2015,0,Makhachkala ...,42.9830241,47.5048717
??-MAR-2015,Ilyushin Il-76TD,7O-ADO,??-MAR-2015,0,Sana'a Inter...,15.2880718,44.2128825
03-APR-2015,Beech 300 King Air 350ER,N5018S,03-APR-2015,0,Wichita-Colo...,39.5724864,-106.1280771
03-APR-2015,Beech 300 King Air 350ER,N5019Q,03-APR-2015,0,Wichita-Colo...,39.5724864,-106.1280771
03-APR-2015,Beech 300 King Air 350ER,N5027X,03-APR-2015,0,Wichita-Colo...,39.5724864,-106.1280771
03-APR-2015,Beech 300 King Air 350ER,N957ER,03-APR-2015,0,Wichita-Colo...,39.5724864,-106.1280771
03-APR-2015,Beech 300 King Air 350ER,N958ER,03-APR-2015,0,Wichita-Colo...,39.5724864,-106.1280771
03-APR-2015,Beech 300 King Air 350ER,N275BT,03-APR-2015,0,Wichita-Colo...,39.5724864,-106.1280771
03-APR-2015,Antonov An-74-200,RA-74056,03-APR-2015,0,Barneo Camp ...,44.9286576,7.1547272
10-APR-2015,Gulfstream G-IV,N450KK,10-APR-2015,0,near Caribbean Sea,26.074404,-97.160069
13-APR-2015,Boeing 737-85R,VT-JGA,13-APR-2015,0,Khajuraho Ai...,24.8515132,79.9259786
13-APR-2015,Lockheed NC-130F Hercules,148897,13-APR-2015,0,Port Hueneme...,34.1477558,-119.1951559
14-APR-2015,Airbus A320-232,HL7762,14-APR-2015,0,Hiroshima In...,34.4338521,132.4040863
21-APR-2015,Lockheed AC-130J Ghostrider,09-5710,21-APR-2015,0,near Valparaiso-E...,-27.4983947,-58.8186832
25-APR-2015,Airbus A320-232,TC-JPE,25-APR-2015,0,Istanbul-Ata...,43.3359572,76.953537
25-APR-2015,Beech 200 Super King Air,YV2803,25-APR-2015,0,Maracaibo-La...,10.6499149,-71.6396282
25-APR-2015,Dassault Falcon 20D,G-FRAK,25-APR-2015,0,near Portland Bill,50.5135263,-2.456755
28-APR-2015,Canadair CRJ-702ER,7O-FAA,28-APR-2015,0,Sana'a Inter...,15.2880718,44.2128825
30-APR-2015,Boeing RC-135V Rivet Joint,64-14848,30-APR-2015,0,Bellevue-Off...,-31.9021876,116.0210586
02-MAY-2015,Boeing 737-330,D-ABEK,02-MAY-2015,0,Katowice-Pyr...,44.3683644,-100.3511367
04-MAY-2015,Ilyushin Il-76TD,7O-ADG,04-MAY-2015,0,Sana'a Inter...,15.2880718,44.2128825
10-MAY-2015,Xian MA60,B-3476,10-MAY-2015,0,Fuzhou Chang...,25.8993802,119.5408624
16-MAY-2015,Antonov An-2R,LY-AET,16-MAY-2015,2,"near Klaipeda, Li...",55.7127529,21.1350469
18-MAY-2015,Antonov An-2R,RA-56528,18-MAY-2015,0,"Sanamer, Sta...",44.0733628,42.8500427
20-MAY-2015,BAe-125-700A,(N917TF),20-MAY-2015,4,near Puerto Colombia,10.9891292,-74.955414
04-JUN-2015,DHC-3T Texas Turbine Otter,N3125N,04-JUN-2015,0,"near Skwentna, AK",61.9325455,-151.2137806
08-JUN-2015,Dornier 228,CG-791,08-JUN-2015,3,near Pichavaram,11.4331053,79.7807079
11-JUN-2015,DHC-6 Twin Otter 300,8Q-TMG,11-JUN-2015,0,Male Interna...,-24.092003,-54.283157
11-JUN-2015,DHC-6 Twin Otter 300,8Q-MAP,11-JUN-2015,0,Male Interna...,-24.092003,-54.283157
11-JUN-2015,Eclipse 500,N508JA,11-JUN-2015,0,Sacramento-E...,38.5104289,-121.4862044
15-JUN-2015,Antonov An-2R,RA-84553,15-JUN-2015,0,Tatsinsky di...,48.2026705,41.3368726
17-JUN-2015,Boeing 747-451,N664US,17-JUN-2015,0,over China,26.0844266,102.8516174
22-JUN-2015,Learjet 35A,N640BA,22-JUN-2015,0,Grosse Ile M...,47.6003597,-61.5212782
29-JUN-2015,Shorts 360-300,N221LM,29-JUN-2015,0,Kapolei-Kala...,21.3885614,-158.0304985
30-JUN-2015,Beech C99,N6199D,30-JUN-2015,0,Salt Lake Ci...,41.906296,-87.659175
03-JUL-2015,Consolidated PBY-6A Catalina,N85U,03-JUL-2015,0,near Orange Beach...,30.2828398,-87.6246071
14-JUL-2015,Fokker 50,9Q-CJB,14-JUL-2015,0,Goma Airport...,-1.6648635,29.2381116
17-JUL-2015,Antonov An-12BK,RF-94291,17-JUL-2015,0,Chelyabinsk ...,55.1598408,61.4025547
17-JUL-2015,Canadair CL-215,1070,17-JUL-2015,0,"near Faraklo, Lac...",36.5276091,23.0862992
17-JUL-2015,Cessna 208B Grand Caravan,SP-WAW,17-JUL-2015,0,Ladowisko Ch...,53.6599325,18.0370797
19-JUL-2015,Learjet 35A,YV543T,19-JUL-2015,0,Panama City-...,8.9714493,-79.5341802
22-JUL-2015,Canadair Challenger 601-3A,N613PJ,22-JUL-2015,0,West Palm Be...,30.2408755,-87.7395318
23-JUL-2015,IAI 1125 Astra,N765A,23-JUL-2015,0,Baltimore/Wa...,-31.4695451,-64.2275978
24-JUL-2015,ATR 72-212,XY-AIH,24-JUL-2015,0,Yangon-Minga...,48.13743,11.57549
27-JUL-2015,Embraer C-95BM Bandeirante (EMB-110,2326,27-JUL-2015,0,Lagoa Santa ...,-19.1832417,-51.3998026
31-JUL-2015,Embraer Phenom 300,HZ-IBN,31-JUL-2015,4,Blackbushe A...,51.8771561,0.1780446
31-JUL-2015,CASA CN-235M-200,FAC-1261,31-JUL-2015,11,near Codazzi,3.5924741,-69.7479874
01-AUG-2015,Antonov An-2R,YR-PEG,01-AUG-2015,1,Stancuta,44.8966242,27.8367992
05-AUG-2015,Cessna 560XL Citation XLS,N560JF,05-AUG-2015,0,Spanish Fork...,40.114955,-111.654923
11-AUG-2015,Beech B200 King Air,N531SW,11-AUG-2015,0,Chandler Mun...,33.2698247,-111.8109253
12-AUG-2015,Cessna 208B Super Cargomaster,N924FE,12-AUG-2015,0,near Saba,47.5256656,10.6811439
15-AUG-2015,Airbus A321-231,N564UW,15-AUG-2015,0,Charlotte-Do...,35.2272086,-80.8430827
16-AUG-2015,Rockwell Sabreliner 60SC,N442RM,16-AUG-2015,4,near San Diego-Br...,-29.9456951,-51.0442009
17-AUG-2015,Beech 99,N128SF,17-AUG-2015,0,Codrington A...,17.640463,-61.8255199
20-AUG-2015,Let L-410MA,OM-SAB,20-AUG-2015,3,Cervený Kamen,49.0875197,18.1825274
20-AUG-2015,Let L-410UVP,OM-ODQ,20-AUG-2015,4,Cervený Kamen,49.0875197,18.1825274
26-AUG-2015,Cessna S550 Citation S/II,YV3125,26-AUG-2015,0,Charallave-Ó...,10.2456598,-66.8586608
27-AUG-2015,Lockheed CP-140 Aurora,140103,27-AUG-2015,0,Greenwood Ca...,49.089585,-118.676876
28-AUG-2015,Dassault Falcon 2000,N187AA,28-AUG-2015,0,Las Vegas-Mc...,37.6602419,-1.6922378
29-AUG-2015,Dornier 228-212,NAF030,29-AUG-2015,7,Kaduna,10.3825318,7.8533226
31-AUG-2015,Antonov An-30D,,31-AUG-2015,0,Keperveyem A...,67.8415768,166.1428991
01-SEP-2015,Beech 300 Super King Air,N300PP,01-SEP-2015,0,Rotterdam/Th...,51.9228934,4.4631786
02-SEP-2015,Beech B200 King Air,VH-FDB,02-SEP-2015,0,Barcaldine A...,-23.05188,145.8212732
05-SEP-2015,BAe-125-700A,6V-AIM,05-SEP-2015,7,"near Dakar, Senegal",14.693425,-17.447938
05-SEP-2015,Boeing 737-8FB (WL),3C-LLY,05-SEP-2015,0,near Tambacounda,13.7692585,-13.6682901
06-SEP-2015,DHC-6 Twin Otter 200,N181CS,06-SEP-2015,0,Louisburg-No...,36.0990393,-78.301106
06-SEP-2015,Antonov An-2TD,D-FWJK,06-SEP-2015,0,Merseburg Ai...,51.3564413,11.996148
08-SEP-2015,Boeing 777-236ER,G-VIIO,08-SEP-2015,0,Las Vegas-Mc...,37.6602419,-1.6922378
16-SEP-2015,Antonov An-2R,RA-35141,16-SEP-2015,0,near Bratsk,56.1517085,101.6334907
19-SEP-2015,Airbus A321-211,D-ABCK,19-SEP-2015,0,Düsseldorf I...,51.2820648,6.7562014
21-SEP-2015,DHC-6 Twin Otter 300,8Q-TME,21-SEP-2015,0,Lhaviyani Ka...,9.46735,138.05935
27-SEP-2015,Cessna 550 Citation II,N622PG,27-SEP-2015,0,Sarasota-Bra...,27.374977,-82.542043
30-SEP-2015,DHC-8-402Q Dash 8,LX-LGH,30-SEP-2015,0,Saarbrücken-...,49.234362,6.996379
02-OCT-2015,DHC-6 Twin Otter 200,DU-SD4,02-OCT-2015,0,Dubai-Palm D...,33.8267947,-116.5017197
02-OCT-2015,DHC-6 Twin Otter 300,PK-BRM,02-OCT-2015,10,Bajaja Mount...,-3.438,120.087
02-OCT-2015,Lockheed C-130J-30 Super Hercules,08-3174,02-OCT-2015,11+ 3,Jalalabad Ai...,34.430195,70.460128
03-OCT-2015,Beech B200 Super King Air,G-BYCP,03-OCT-2015,2,"near Chigwell, Essex",51.6176444,0.0757204
12-OCT-2015,Airbus A300B4-203F,SU-BMZ,12-OCT-2015,0,near Afgooye,2.1465328,45.1193414
12-OCT-2015,Cessna 208B Grand Caravan,YA22382,12-OCT-2015,2,Bamyan Province,34.8240117,67.8090495
14-OCT-2015,Cessna 208B Grand Caravan,PR-MIC,14-OCT-2015,3,near Yumbillo,3.5917695,-76.5554738
19-OCT-2015,Learjet 35A,LV-ZSZ,19-OCT-2015,0,San Fernando...,36.4643934,-6.198203
22-OCT-2015,Learjet 31A,XB-GYB,22-OCT-2015,4,near Apaseo el Alto,20.4562767,-100.6212631
22-OCT-2015,DHC-7-102,C-GGUL,22-OCT-2015,0,Eindhoven Ai...,51.4429623,5.4795265
25-OCT-2015,Sukhoi Superjet 100-95B,XA-PBA,25-OCT-2015,0,Mexico City-...,19.4326296,-99.1331785
26-OCT-2015,Boeing 737-4L7,ZS-OAA,26-OCT-2015,0,Johannesburg...,-26.205,28.049722
28-OCT-2015,Dornier 328 ?,,28-OCT-2015,,Afgoye District,2.1381,45.1212
29-OCT-2015,Bombardier Challenger 300,N334AF,29-OCT-2015,0,La Crosse Mu...,43.8014053,-91.2395429
??-OCT-2015,Hawker Siddeley HS-125-600A,N20FM,??-OCT-2015,0,near Las Mercedes...,-33.2773684,-70.7315818
01-NOV-2015,Grumman G-159 Gulfstream I,9Q-CNP,01-NOV-2015,0,Kinshasa-N'D...,-4.3217055,15.3125974
02-NOV-2015,Fokker F-27 Friendship 400M,6W-STF,02-NOV-2015,0,near Koussané,14.8854699,-11.2338767
04-NOV-2015,Antonov An-12BK,EY-406,04-NOV-2015,41,near Juba Airport...,4.873847,31.5987319
06-NOV-2015,Cessna 525 CitationJet,N525DY,06-NOV-2015,0,near Monroe Count...,37.5441563,-77.4400614
07-NOV-2015,Beech 300 Super King Air 350,NA-302,07-NOV-2015,0,Taichung-Chi...,24.1747219,120.6408443
08-NOV-2015,Beech 99,N7994R,08-NOV-2015,0,Saint Lucia-...,13.8250489,-60.975036
10-NOV-2015,BAe-125-700A,N237WR,10-NOV-2015,9,near Akron-Fulton...,41.0383766,-86.0280502
10-NOV-2015,Cessna 650 Citation VII,PT-WQH,10-NOV-2015,4,"near Guarda-Mor, MG",-17.7698233,-47.0986827
11-NOV-2015,Cessna 208B Grand Caravan,N617ST,11-NOV-2015,0,Grand Forks ...,47.9078244,-97.0592028
13-NOV-2015,Xian MA60,RDPL-34226,13-NOV-2015,0,Vientiane-Wa...,17.9350215,102.6205028
22-NOV-2015,Boeing 737-3Y0,EX-37005,22-NOV-2015,0,Osh Airport ...,40.6082735,72.7827822
26-NOV-2015,Boeing 737-322,XA-UNM,26-NOV-2015,0,Mexico City-...,19.4326296,-99.1331785
29-NOV-2015,Cessna 560XL Citation Excel,SE-RHJ,29-NOV-2015,0,near Farnborough ...,51.2918693,-0.7539836
02-DEC-2015,Airbus A321-211 (WL),D-AIAF,02-DEC-2015,0,Berlin-Schön...,52.5487962,13.4593803
04-DEC-2015,DHC-8-402Q Dash 8,VT-SUC,04-DEC-2015,0,Jabalpur Air...,23.1767773,80.0235735
04-DEC-2015,BAe-125-800SP,N164WC,04-DEC-2015,0,Palm Springs...,33.7721794,-116.4952977
07-DEC-2015,Eclipse 500,ZS-DKS,07-DEC-2015,1,"near Swellendam, ...",-34.021111,20.441944
11-DEC-2015,Cessna 208B Grand Caravan,C-FKDL,11-DEC-2015,1,near Pickle Lake ...,51.4648142,-90.1925284
11-DEC-2015,Cessna 550 Citation II,M-AGGY,11-DEC-2015,0,Oyonnax-Arbe...,44.75694,14.76083
15-DEC-2015,Boeing 737-3H4 (WL),N649SW,15-DEC-2015,0,Nashville In...,36.1333039,-86.8189576
15-DEC-2015,Embraer EMB-145MP (ERJ-145MP),G-CGWV,15-DEC-2015,0,Newcastle Ai...,54.2118323,-5.8897216
21-DEC-2015,Embraer ERJ-195,PK-KDC,21-DEC-2015,0,Kupang-El Ta...,7.4135,146.16988
22-DEC-2015,Beech B200 Super King Air,VT-BSA,22-DEC-2015,10,Delhi-Indira...,28.5548974,77.0846746
23-DEC-2015,Raytheon Beechjet 400A,XA-MEX,23-DEC-2015,0,Telluride Ai...,42.5365869,-111.7799521
23-DEC-2015,Boeing 737-86J (WL),TC-CPV,23-DEC-2015,0+ 1,Istanbul-Sab...,17.6452107,-63.2204007
24-DEC-2015,Airbus A310-308,EP-MNP,24-DEC-2015,0,Istanbul-Ata...,43.3359572,76.953537
24-DEC-2015,Airbus A310-304F,9Q-CVH,24-DEC-2015,0+ 8,Mbuji-Mayi A...,-6.1258942,23.5998111
26-DEC-2015,ATR 72-212A (ATR 72-500),5R-MJE,26-DEC-2015,0,Antananarivo...,-18.9100122,47.5255809
02-JAN-2016,Cessna 208B Grand Caravan,N540ME,02-JAN-2016,0,near Anaktuvuk Pa...,40.42619,-78.398535
05-JAN-2016,Basler Turbo 67 (AC-47T),FAC-1658,05-JAN-2016,0,Tres Esquina...,-34.5859242,-58.5739051
09-JAN-2016,ATR 72-212A (ATR 72-500),PR-PDD,09-JAN-2016,0,Rondonópolis...,-16.4603533,-54.6397099
10-JAN-2016,Beech B200 Super King Air,N87SA,10-JAN-2016,0,San Juan-Lui...,43.1753807,0.0185209
15-JAN-2016,Cessna 208B Grand Caravan,N104AN,15-JAN-2016,0,Hooper Bay A...,61.5288714,-166.1071932
17-JAN-2016,BN-2A-21 Islander,(N90460),17-JAN-2016,0,Corral Viejo,29.5255,-109.6723333
18-JAN-2016,Cessna 525 CitationJet,N711BX,18-JAN-2016,2,"near Cedar Fort, UT",40.3271923,-112.1067919
18-JAN-2016,Dassault Falcon 20F-5,N706SB,18-JAN-2016,0,Scottsdale A...,33.4942189,-111.9260184
21-JAN-2016,Cessna 560XL Citation Excel,C-GCXL,21-JAN-2016,0,Toronto-Pear...,43.658017,-79.4477054
28-JAN-2016,Cessna 208 Caravan I,VH-WTY,28-JAN-2016,0,"Chance Bay, ...",30.7613028,-85.5990968
30-JAN-2016,Rockwell Sabreliner 80,N380CF,30-JAN-2016,0,Querétaro Ai...,20.631001,-100.449551
02-FEB-2016,Airbus A321-111,SX-BHS,02-FEB-2016,1,near Mogadishu In...,2.0349312,45.3419183
04-FEB-2016,Canadair CRJ-900ER,OY-KFC,04-FEB-2016,0,København-Ka...,55.6867243,12.5700724
04-FEB-2016,Beech B100 King Air,C-GSWG,04-FEB-2016,0,Montreal-St....,46.4279866,-90.2372348
07-FEB-2016,Cessna 525A CitationJet CJ2,D-ISCO,07-FEB-2016,0,Chambéry Air...,45.5757046,5.739407
10-FEB-2016,Beech 1900D,4601,10-FEB-2016,5,near Naypyidaw In...,19.7540045,96.1344976
12-FEB-2016,Lockheed L-100-30 Hercules,N401LC,12-FEB-2016,0,"near Iliamna, AK",59.7532274,-154.8230265
23-FEB-2016,Embraer EMB-145MP (ERJ-145MP),N856HK,23-FEB-2016,0,Saint Louis-...,38.6529545,-90.2411166
24-FEB-2016,Viking Air DHC-6 Twin Otter 400,9N-AHH,24-FEB-2016,23,"Dana, Myagdi...",28.5460743,83.6157458
26-FEB-2016,IPTN/CASA CN-235M-VIP,M44-07,26-FEB-2016,0,near Kuala Selangor,3.340688,101.2495699
02-MAR-2016,Beech 99A,N198WA,02-MAR-2016,0,"near Bangor, ME",44.8011821,-68.7778138
03-MAR-2016,Cessna 208 Caravan I,3004,03-MAR-2016,0,near Langebaanweg...,-32.9741667,18.1488889
05-MAR-2016,Beech B300 King Air 350,N6351V,05-MAR-2016,0,near Kawrgosk,36.3482997,43.8027142
05-MAR-2016,Boeing 767-34AFER (WL),N305UP,05-MAR-2016,0,Albuquerque ...,35.0841034,-106.6509851
09-MAR-2016,Antonov An-26B,S2-AGZ,09-MAR-2016,3,near Cox's Bazar ...,21.4417982,91.978457
13-MAR-2016,BN-2B-20 Islander,VP-ACT,13-MAR-2016,0,Saint-Barthé...,43.2833116,0.4695406
14-MAR-2016,Raytheon Beechjet 400A,N465FL,14-MAR-2016,0,Rome-Richard...,44.205966,-89.795163
15-MAR-2016,IAI Arava 201,E-206,15-MAR-2016,22,Hacienda la ...,3.3957936,-76.5309605
16-MAR-2016,Cessna AC-208B Combat Caravan,YI-119,16-MAR-2016,3,Hawijah,35.9983333,41.1825
22-MAR-2016,Swearingen SA226-TC Metro II,LV-ZEB,22-MAR-2016,0,Río Grande A...,25.2030349,55.1519538
23-MAR-2016,Avro RJ85,EI-RJG,23-MAR-2016,0,Florence-Per...,43.7856064,11.2842448
25-MAR-2016,Embraer ERJ-190AR (ERJ-190-100 IGW),N273JB,25-MAR-2016,0,Nassau-Lynde...,50.71284,2.4207
03-APR-2016,Antonov An-2R,RA-54828,03-APR-2016,0,"near Aksarino, Za...",55.3395451,51.9135082
04-APR-2016,Boeing 737-8GP (WL),PK-LBS,04-APR-2016,0,Jakarta-Hali...,-6.2471309,106.7893864
04-APR-2016,ATR 42-600,PK-TNJ,04-APR-2016,0,Jakarta-Hali...,-6.2471309,106.7893864
04-APR-2016,Cessna 208B Grand Caravan,PR-CRF,04-APR-2016,0,near Macapá Inter...,-23.5990709,-46.9089452
06-APR-2016,Bombardier Global 6000,9H-AMZ,06-APR-2016,0,Genève-Coint...,45.4557657,4.9115184
07-APR-2016,Douglas C-47A (DC-3),HK-2663,07-APR-2016,0,near Puerto Gaitá...,10.9158757,-74.7800822
14-APR-2016,Antonov An-2,,14-APR-2016,1,"Maryevka, Pe...",-10.0,-75.25
21-APR-2016,Beech 300 Super King Air,PT-MCM,21-APR-2016,0,Porto Seguro...,-16.443473,-39.064251
24-APR-2016,Swearingen SA226-AT Merlin IVA,EC-GFK,24-APR-2016,0,Gerona-Costa...,42.1933969,2.7966395
28-APR-2016,Embraer ERJ-190,HC-COX,28-APR-2016,0,Cuenca-Maris...,51.3557385,5.9389049
z8-APR-2016,Canadair CRJ-200ER,N961SW,z8-APR-2016,0,San Francisc...,-20.0992289,-45.296651
07-MAY-2016,ATR 72-212A (ATR 72-600),VT-JCX,07-MAY-2016,0,Indore-Devi ...,22.7776264,75.8405447
10-MAY-2016,Airbus A321-211,N189UW,10-MAY-2016,0,Phoenix-Sky ...,33.432908,-112.0094218
10-MAY-2016,Beech B100 King Air,N86TR,10-MAY-2016,0,Dexter Munic...,48.13743,11.57549
12-MAY-2016,Cessna 208B Grand Caravan,N1114A,12-MAY-2016,0,near Lodi Airport...,42.9728602,-96.9797075
14-MAY-2016,Cessna 208 Caravan I,XB-NLX,14-MAY-2016,0,near Tequesquitengo,18.6191125,-99.2562099
19-MAY-2016,Airbus A320-232,SU-GCC,19-MAY-2016,66,near Egyptian coast,43.3667822,-124.2134683
23-MAY-2016,Cessna 501 Citation I/SP,N804ST,23-MAY-2016,0,"near Texarkana, AR",33.4254684,-94.0430977
27-MAY-2016,Boeing 777-3B5,HL7534,27-MAY-2016,0,Tokyo-Haneda...,35.5479444,139.7466458
28-MAY-2016,Airbus A320-214,EC-JGM,28-MAY-2016,0,Manchester A...,53.3556291,-2.280281
03-JUN-2016,Cessna 208B Grand Caravan,5Y-JLL,03-JUN-2016,0,Akobo Airport,7.7778916,33.0027312
04-JUN-2016,Antonov An-30A-100,TN-AHP,04-JUN-2016,0,Yambio Airport,4.5672308,28.4232272
05-JUN-2016,Cessna 208B Grand Caravan,N750Z,05-JUN-2016,0,Fort Dodge A...,42.4974694,-94.1680158
06-JUN-2016,Cessna 560 Citation Ultra,N145KK,06-JUN-2016,0,Gainesville-...,29.6519684,-82.3249846
14-JUN-2016,Antonov An-32A,EK32120,14-JUN-2016,0,Bor Airport,44.0189007,22.1354331
14-JUN-2016,ATR 72-212A (ATR 72-600),PK-WGL,14-JUN-2016,0,unknown,6.4025899,43.398382
16-JUN-2016,CASA C-212 Aviocar 400MPA,8983,16-JUN-2016,9,near Bach Long Vi...,51.3371092,8.1993447
19-JUN-2016,DHC-3T Texas Turbine Otter,N104BM,19-JUN-2016,0,near Homer-Beluga...,59.64272,-151.5027684
